"Station","Annee","RR - Precipitation","Lat","Long","Alti"
"COL DE PORTE-NIVOSE","1961","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1962","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1963","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1964","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1965","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1966","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1967","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1968","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1969","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1970","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1971","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1972","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1973","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1974","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1975","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1976","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1977","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1978","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1979","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1980","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1981","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1982","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1983","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1984","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1985","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1986","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1987","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1988","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1989","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1990","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1991","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1992","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1993","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1994","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1995","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1996","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1997","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1998","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","1999","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2000","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2001","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2002","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2003","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2004","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2005","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2006","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2007","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2008","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2009","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2010","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2011","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2012","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2013","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2014","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2015","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2016","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2017","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2018","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2019","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2020","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2021","-Inf",NA,NA,NA
"COL DE PORTE-NIVOSE","2022","0",NA,NA,NA
"SECHILIENNE BOURG","1950","67.3",NA,NA,NA
"SECHILIENNE BOURG","1951","51.2",NA,NA,NA
"SECHILIENNE BOURG","1952","52",NA,NA,NA
"SECHILIENNE BOURG","1953","45.4",NA,NA,NA
"SECHILIENNE BOURG","1954","84.6",NA,NA,NA
"SECHILIENNE BOURG","1955","64.6",NA,NA,NA
"SECHILIENNE BOURG","1956","52.5",NA,NA,NA
"SECHILIENNE BOURG","1957","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1958","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1959","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1960","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1961","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1962","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1963","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1964","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1965","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1966","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1967","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1968","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1969","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1970","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1971","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1972","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1973","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1974","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1975","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1976","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1977","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1978","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1979","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1980","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1981","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1982","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1983","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1984","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1985","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1986","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1987","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1988","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1989","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1990","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1991","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1992","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1993","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1994","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1995","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1996","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1997","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1998","-Inf",NA,NA,NA
"SECHILIENNE BOURG","1999","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2000","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2001","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2002","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2003","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2004","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2005","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2006","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2007","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2008","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2009","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2010","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2011","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2012","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2013","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2014","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2015","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2016","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2017","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2018","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2019","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2020","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2021","-Inf",NA,NA,NA
"SECHILIENNE BOURG","2022","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1950","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1951","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1952","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1953","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1954","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1955","25.8",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1956","31.5",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1957","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1958","45.3",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1959","57.5",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1960","32.7",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1961","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1962","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1963","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1964","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1965","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1966","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1967","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1968","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1969","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1970","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1971","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1972","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1973","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1974","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1975","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1976","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1977","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1978","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1979","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1980","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1981","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1982","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1983","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1984","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1985","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1986","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1987","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1988","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1989","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1990","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1991","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1992","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1993","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1994","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1995","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1996","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1997","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1998","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","1999","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2000","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2001","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2002","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2003","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2004","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2005","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2006","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2007","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2008","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2009","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2010","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2011","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2012","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2013","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2014","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2015","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2016","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2017","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2018","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2019","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2020","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2021","-Inf",NA,NA,NA
"SUSVILLE CITE PRE-LUZAT","2022","-Inf",NA,NA,NA
"TENCIN","1950","45",NA,NA,NA
"TENCIN","1951","40.9",NA,NA,NA
"TENCIN","1952","60",NA,NA,NA
"TENCIN","1953","40.5",NA,NA,NA
"TENCIN","1954","65",NA,NA,NA
"TENCIN","1955","65",NA,NA,NA
"TENCIN","1956","43.3",NA,NA,NA
"TENCIN","1957","27.8",NA,NA,NA
"TENCIN","1958","62.3",NA,NA,NA
"TENCIN","1959","46.6",NA,NA,NA
"TENCIN","1960","57",NA,NA,NA
"TENCIN","1961","50.5",NA,NA,NA
"TENCIN","1962","45",NA,NA,NA
"TENCIN","1963","19.7",NA,NA,NA
"TENCIN","1964","43.5",NA,NA,NA
"TENCIN","1965","71",NA,NA,NA
"TENCIN","1966","52.8",NA,NA,NA
"TENCIN","1967","42",NA,NA,NA
"TENCIN","1968","50.8",NA,NA,NA
"TENCIN","1969","53.9",NA,NA,NA
"TENCIN","1970","38.3",NA,NA,NA
"TENCIN","1971","59.5",NA,NA,NA
"TENCIN","1972","39.9",NA,NA,NA
"TENCIN","1973","64",NA,NA,NA
"TENCIN","1974","46.9",NA,NA,NA
"TENCIN","1975","64.3",NA,NA,NA
"TENCIN","1976","48.6",NA,NA,NA
"TENCIN","1977","40.8",NA,NA,NA
"TENCIN","1978","63.8",NA,NA,NA
"TENCIN","1979","36.6",NA,NA,NA
"TENCIN","1980","63.2",NA,NA,NA
"TENCIN","1981","37.7",NA,NA,NA
"TENCIN","1982","44.1",NA,NA,NA
"TENCIN","1983","77.3",NA,NA,NA
"TENCIN","1984","34.4",NA,NA,NA
"TENCIN","1985","56.3",NA,NA,NA
"TENCIN","1986","46",NA,NA,NA
"TENCIN","1987","57.1",NA,NA,NA
"TENCIN","1988","54.9",NA,NA,NA
"TENCIN","1989","48.9",NA,NA,NA
"TENCIN","1990","72.9",NA,NA,NA
"TENCIN","1991","76.8",NA,NA,NA
"TENCIN","1992","46.2",NA,NA,NA
"TENCIN","1993","43.3",NA,NA,NA
"TENCIN","1994","60.4",NA,NA,NA
"TENCIN","1995","56.2",NA,NA,NA
"TENCIN","1996","62.6",NA,NA,NA
"TENCIN","1997","54.7",NA,NA,NA
"TENCIN","1998","48.9",NA,NA,NA
"TENCIN","1999","45.6",NA,NA,NA
"TENCIN","2000","42.6",NA,NA,NA
"TENCIN","2001","51.9",NA,NA,NA
"TENCIN","2002","40.9",NA,NA,NA
"TENCIN","2003","44.1",NA,NA,NA
"TENCIN","2004","50",NA,NA,NA
"TENCIN","2005","79.5",NA,NA,NA
"TENCIN","2006","34.3",NA,NA,NA
"TENCIN","2007","41.4",NA,NA,NA
"TENCIN","2008","54",NA,NA,NA
"TENCIN","2009","41.2",NA,NA,NA
"TENCIN","2010","49.4",NA,NA,NA
"TENCIN","2011","53",NA,NA,NA
"TENCIN","2012","48.3",NA,NA,NA
"TENCIN","2013","62.7",NA,NA,NA
"TENCIN","2014","46.1",NA,NA,NA
"TENCIN","2015","45.3",NA,NA,NA
"TENCIN","2016","38.8",NA,NA,NA
"TENCIN","2017","53.7",NA,NA,NA
"TENCIN","2018","60",NA,NA,NA
"TENCIN","2019","49",NA,NA,NA
"TENCIN","2020","52.8",NA,NA,NA
"TENCIN","2021","41.1",NA,NA,NA
"TENCIN","2022","46",NA,NA,NA
"LA TERRASSE ECOLE","1950","49",NA,NA,NA
"LA TERRASSE ECOLE","1951","56.8",NA,NA,NA
"LA TERRASSE ECOLE","1952","64.6",NA,NA,NA
"LA TERRASSE ECOLE","1953","42",NA,NA,NA
"LA TERRASSE ECOLE","1954","65.3",NA,NA,NA
"LA TERRASSE ECOLE","1955","95.2",NA,NA,NA
"LA TERRASSE ECOLE","1956","46.5",NA,NA,NA
"LA TERRASSE ECOLE","1957","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1958","65.2",NA,NA,NA
"LA TERRASSE ECOLE","1959","45",NA,NA,NA
"LA TERRASSE ECOLE","1960","58.2",NA,NA,NA
"LA TERRASSE ECOLE","1961","64.8",NA,NA,NA
"LA TERRASSE ECOLE","1962","42",NA,NA,NA
"LA TERRASSE ECOLE","1963","52.5",NA,NA,NA
"LA TERRASSE ECOLE","1964","44.1",NA,NA,NA
"LA TERRASSE ECOLE","1965","60",NA,NA,NA
"LA TERRASSE ECOLE","1966","42.3",NA,NA,NA
"LA TERRASSE ECOLE","1967","61.5",NA,NA,NA
"LA TERRASSE ECOLE","1968","62.5",NA,NA,NA
"LA TERRASSE ECOLE","1969","58.4",NA,NA,NA
"LA TERRASSE ECOLE","1970","56.3",NA,NA,NA
"LA TERRASSE ECOLE","1971","54.7",NA,NA,NA
"LA TERRASSE ECOLE","1972","38",NA,NA,NA
"LA TERRASSE ECOLE","1973","53.4",NA,NA,NA
"LA TERRASSE ECOLE","1974","70",NA,NA,NA
"LA TERRASSE ECOLE","1975","65",NA,NA,NA
"LA TERRASSE ECOLE","1976","39.2",NA,NA,NA
"LA TERRASSE ECOLE","1977","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1978","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1979","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1980","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1981","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1982","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1983","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1984","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1985","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1986","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1987","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1988","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1989","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1990","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1991","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1992","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1993","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1994","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1995","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1996","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1997","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1998","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","1999","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2000","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2001","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2002","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2003","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2004","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2005","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2006","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2007","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2008","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2009","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2010","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2011","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2012","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2013","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2014","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2015","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2016","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2017","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2018","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2019","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2020","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2021","-Inf",NA,NA,NA
"LA TERRASSE ECOLE","2022","-Inf",NA,NA,NA
"THEYS","1950","38.7",NA,NA,NA
"THEYS","1951","40",NA,NA,NA
"THEYS","1952","75.5",NA,NA,NA
"THEYS","1953","48",NA,NA,NA
"THEYS","1954","56",NA,NA,NA
"THEYS","1955","60.7",NA,NA,NA
"THEYS","1956","43.4",NA,NA,NA
"THEYS","1957","46.3",NA,NA,NA
"THEYS","1958","62.3",NA,NA,NA
"THEYS","1959","48",NA,NA,NA
"THEYS","1960","55.2",NA,NA,NA
"THEYS","1961","51.3",NA,NA,NA
"THEYS","1962","51",NA,NA,NA
"THEYS","1963","49.1",NA,NA,NA
"THEYS","1964","41",NA,NA,NA
"THEYS","1965","68.3",NA,NA,NA
"THEYS","1966","40.6",NA,NA,NA
"THEYS","1967","42.3",NA,NA,NA
"THEYS","1968","53.1",NA,NA,NA
"THEYS","1969","61",NA,NA,NA
"THEYS","1970","38.6",NA,NA,NA
"THEYS","1971","42.1",NA,NA,NA
"THEYS","1972","38.3",NA,NA,NA
"THEYS","1973","66",NA,NA,NA
"THEYS","1974","50.2",NA,NA,NA
"THEYS","1975","68.4",NA,NA,NA
"THEYS","1976","51.8",NA,NA,NA
"THEYS","1977","41.5",NA,NA,NA
"THEYS","1978","65",NA,NA,NA
"THEYS","1979","47.2",NA,NA,NA
"THEYS","1980","65.2",NA,NA,NA
"THEYS","1981","46.6",NA,NA,NA
"THEYS","1982","39",NA,NA,NA
"THEYS","1983","78.8",NA,NA,NA
"THEYS","1984","42",NA,NA,NA
"THEYS","1985","53.8",NA,NA,NA
"THEYS","1986","53.8",NA,NA,NA
"THEYS","1987","56.3",NA,NA,NA
"THEYS","1988","57.8",NA,NA,NA
"THEYS","1989","61.5",NA,NA,NA
"THEYS","1990","57.4",NA,NA,NA
"THEYS","1991","66.5",NA,NA,NA
"THEYS","1992","57.4",NA,NA,NA
"THEYS","1993","55",NA,NA,NA
"THEYS","1994","81",NA,NA,NA
"THEYS","1995","68",NA,NA,NA
"THEYS","1996","55",NA,NA,NA
"THEYS","1997","61.8",NA,NA,NA
"THEYS","1998","53",NA,NA,NA
"THEYS","1999","48.9",NA,NA,NA
"THEYS","2000","49.1",NA,NA,NA
"THEYS","2001","40.4",NA,NA,NA
"THEYS","2002","47.7",NA,NA,NA
"THEYS","2003","42.5",NA,NA,NA
"THEYS","2004","46.8",NA,NA,NA
"THEYS","2005","84.3",NA,NA,NA
"THEYS","2006","42.5",NA,NA,NA
"THEYS","2007","43.8",NA,NA,NA
"THEYS","2008","52.8",NA,NA,NA
"THEYS","2009","49.8",NA,NA,NA
"THEYS","2010","49.2",NA,NA,NA
"THEYS","2011","56",NA,NA,NA
"THEYS","2012","39.3",NA,NA,NA
"THEYS","2013","65.8",NA,NA,NA
"THEYS","2014","61.5",NA,NA,NA
"THEYS","2015","44.7",NA,NA,NA
"THEYS","2016","43.4",NA,NA,NA
"THEYS","2017","52.5",NA,NA,NA
"THEYS","2018","42",NA,NA,NA
"THEYS","2019","49.8",NA,NA,NA
"THEYS","2020","60.3",NA,NA,NA
"THEYS","2021","59",NA,NA,NA
"THEYS","2022","43.1",NA,NA,NA
"PIPAY_SAPC","1950","-Inf",NA,NA,NA
"PIPAY_SAPC","1951","-Inf",NA,NA,NA
"PIPAY_SAPC","1952","-Inf",NA,NA,NA
"PIPAY_SAPC","1953","-Inf",NA,NA,NA
"PIPAY_SAPC","1954","-Inf",NA,NA,NA
"PIPAY_SAPC","1955","-Inf",NA,NA,NA
"PIPAY_SAPC","1956","-Inf",NA,NA,NA
"PIPAY_SAPC","1957","-Inf",NA,NA,NA
"PIPAY_SAPC","1958","-Inf",NA,NA,NA
"PIPAY_SAPC","1959","-Inf",NA,NA,NA
"PIPAY_SAPC","1960","-Inf",NA,NA,NA
"PIPAY_SAPC","1961","-Inf",NA,NA,NA
"PIPAY_SAPC","1962","-Inf",NA,NA,NA
"PIPAY_SAPC","1963","-Inf",NA,NA,NA
"PIPAY_SAPC","1964","-Inf",NA,NA,NA
"PIPAY_SAPC","1965","-Inf",NA,NA,NA
"PIPAY_SAPC","1966","-Inf",NA,NA,NA
"PIPAY_SAPC","1967","-Inf",NA,NA,NA
"PIPAY_SAPC","1968","-Inf",NA,NA,NA
"PIPAY_SAPC","1969","-Inf",NA,NA,NA
"PIPAY_SAPC","1970","-Inf",NA,NA,NA
"PIPAY_SAPC","1971","-Inf",NA,NA,NA
"PIPAY_SAPC","1972","-Inf",NA,NA,NA
"PIPAY_SAPC","1973","-Inf",NA,NA,NA
"PIPAY_SAPC","1974","-Inf",NA,NA,NA
"PIPAY_SAPC","1975","-Inf",NA,NA,NA
"PIPAY_SAPC","1976","-Inf",NA,NA,NA
"PIPAY_SAPC","1977","-Inf",NA,NA,NA
"PIPAY_SAPC","1978","-Inf",NA,NA,NA
"PIPAY_SAPC","1979","-Inf",NA,NA,NA
"PIPAY_SAPC","1980","-Inf",NA,NA,NA
"PIPAY_SAPC","1981","-Inf",NA,NA,NA
"PIPAY_SAPC","1982","-Inf",NA,NA,NA
"PIPAY_SAPC","1983","-Inf",NA,NA,NA
"PIPAY_SAPC","1984","-Inf",NA,NA,NA
"PIPAY_SAPC","1985","-Inf",NA,NA,NA
"PIPAY_SAPC","1986","-Inf",NA,NA,NA
"PIPAY_SAPC","1987","-Inf",NA,NA,NA
"PIPAY_SAPC","1988","-Inf",NA,NA,NA
"PIPAY_SAPC","1989","-Inf",NA,NA,NA
"PIPAY_SAPC","1990","-Inf",NA,NA,NA
"PIPAY_SAPC","1991","-Inf",NA,NA,NA
"PIPAY_SAPC","1992","-Inf",NA,NA,NA
"PIPAY_SAPC","1993","-Inf",NA,NA,NA
"PIPAY_SAPC","1994","-Inf",NA,NA,NA
"PIPAY_SAPC","1995","-Inf",NA,NA,NA
