"Station","Annee","RR...Precipitation","Lat","Long","Alti"
"Prapoutel Pipay",1950,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1951,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1952,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1953,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1954,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1955,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1956,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1957,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1958,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1959,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1960,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1961,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1962,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1963,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1964,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1965,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1966,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1967,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1968,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1969,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1970,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1971,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1972,"55",45.25,5.98,1345
"Prapoutel Pipay",1973,"25",45.25,5.98,1345
"Prapoutel Pipay",1974,"30",45.25,5.98,1345
"Prapoutel Pipay",1975,"37",45.25,5.98,1345
"Prapoutel Pipay",1976,"24",45.25,5.98,1345
"Prapoutel Pipay",1977,"9",45.25,5.98,1345
"Prapoutel Pipay",1978,"62",45.25,5.98,1345
"Prapoutel Pipay",1979,"24",45.25,5.98,1345
"Prapoutel Pipay",1980,"26",45.25,5.98,1345
"Prapoutel Pipay",1981,"32",45.25,5.98,1345
"Prapoutel Pipay",1982,"33",45.25,5.98,1345
"Prapoutel Pipay",1983,"38",45.25,5.98,1345
"Prapoutel Pipay",1984,"0",45.25,5.98,1345
"Prapoutel Pipay",1985,"40",45.25,5.98,1345
"Prapoutel Pipay",1986,"33",45.25,5.98,1345
"Prapoutel Pipay",1987,"39",45.25,5.98,1345
"Prapoutel Pipay",1988,"39",45.25,5.98,1345
"Prapoutel Pipay",1989,"25",45.25,5.98,1345
"Prapoutel Pipay",1990,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1991,"6",45.25,5.98,1345
"Prapoutel Pipay",1992,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1993,"44",45.25,5.98,1345
"Prapoutel Pipay",1994,"32",45.25,5.98,1345
"Prapoutel Pipay",1995,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1996,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1997,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1998,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",1999,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2000,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2001,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2002,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2003,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2004,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2005,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2006,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2007,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2008,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2009,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2010,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2011,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2012,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2013,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2014,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2015,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2016,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2017,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2018,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2019,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2020,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2021,"-Inf",45.25,5.98,1345
"Prapoutel Pipay",2022,"-Inf",45.25,5.98,1345
"La Jasse Prapoutel",1950,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1951,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1952,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1953,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1954,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1955,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1956,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1957,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1958,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1959,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1960,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1961,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1962,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1963,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1964,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1965,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1966,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1967,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1968,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1969,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1970,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1971,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1972,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1973,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1974,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1975,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1976,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1977,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1978,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1979,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1980,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1981,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1982,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1983,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1984,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1985,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1986,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1987,"35",45.3,5.97,2000
"La Jasse Prapoutel",1988,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1989,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1990,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1991,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1992,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1993,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1994,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1995,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1996,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1997,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1998,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",1999,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2000,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2001,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2002,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2003,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2004,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2005,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2006,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2007,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2008,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2009,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2010,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2011,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2012,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2013,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2014,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2015,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2016,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2017,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2018,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2019,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2020,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2021,"-Inf",45.3,5.97,2000
"La Jasse Prapoutel",2022,"-Inf",45.3,5.97,2000
"Prapoutel",1950,"-Inf",45.243333,6.017167,1870
"Prapoutel",1951,"-Inf",45.243333,6.017167,1870
"Prapoutel",1952,"-Inf",45.243333,6.017167,1870
"Prapoutel",1953,"-Inf",45.243333,6.017167,1870
"Prapoutel",1954,"-Inf",45.243333,6.017167,1870
"Prapoutel",1955,"-Inf",45.243333,6.017167,1870
"Prapoutel",1956,"-Inf",45.243333,6.017167,1870
"Prapoutel",1957,"-Inf",45.243333,6.017167,1870
"Prapoutel",1958,"-Inf",45.243333,6.017167,1870
"Prapoutel",1959,"-Inf",45.243333,6.017167,1870
"Prapoutel",1960,"-Inf",45.243333,6.017167,1870
"Prapoutel",1961,"-Inf",45.243333,6.017167,1870
"Prapoutel",1962,"-Inf",45.243333,6.017167,1870
"Prapoutel",1963,"-Inf",45.243333,6.017167,1870
"Prapoutel",1964,"-Inf",45.243333,6.017167,1870
"Prapoutel",1965,"-Inf",45.243333,6.017167,1870
"Prapoutel",1966,"-Inf",45.243333,6.017167,1870
"Prapoutel",1967,"-Inf",45.243333,6.017167,1870
"Prapoutel",1968,"-Inf",45.243333,6.017167,1870
"Prapoutel",1969,"-Inf",45.243333,6.017167,1870
"Prapoutel",1970,"-Inf",45.243333,6.017167,1870
"Prapoutel",1971,"-Inf",45.243333,6.017167,1870
"Prapoutel",1972,"-Inf",45.243333,6.017167,1870
"Prapoutel",1973,"-Inf",45.243333,6.017167,1870
"Prapoutel",1974,"-Inf",45.243333,6.017167,1870
"Prapoutel",1975,"-Inf",45.243333,6.017167,1870
"Prapoutel",1976,"-Inf",45.243333,6.017167,1870
"Prapoutel",1977,"-Inf",45.243333,6.017167,1870
"Prapoutel",1978,"-Inf",45.243333,6.017167,1870
"Prapoutel",1979,"-Inf",45.243333,6.017167,1870
"Prapoutel",1980,"-Inf",45.243333,6.017167,1870
"Prapoutel",1981,"-Inf",45.243333,6.017167,1870
"Prapoutel",1982,"-Inf",45.243333,6.017167,1870
"Prapoutel",1983,"-Inf",45.243333,6.017167,1870
"Prapoutel",1984,"-Inf",45.243333,6.017167,1870
"Prapoutel",1985,"-Inf",45.243333,6.017167,1870
"Prapoutel",1986,"-Inf",45.243333,6.017167,1870
"Prapoutel",1987,"-Inf",45.243333,6.017167,1870
"Prapoutel",1988,"-Inf",45.243333,6.017167,1870
"Prapoutel",1989,"-Inf",45.243333,6.017167,1870
"Prapoutel",1990,"-Inf",45.243333,6.017167,1870
"Prapoutel",1991,"-Inf",45.243333,6.017167,1870
"Prapoutel",1992,"-Inf",45.243333,6.017167,1870
"Prapoutel",1993,"-Inf",45.243333,6.017167,1870
"Prapoutel",1994,"-Inf",45.243333,6.017167,1870
"Prapoutel",1995,"29.7",45.243333,6.017167,1870
"Prapoutel",1996,"34.2",45.243333,6.017167,1870
"Prapoutel",1997,"19.7",45.243333,6.017167,1870
"Prapoutel",1998,"40",45.243333,6.017167,1870
"Prapoutel",1999,"40.6",45.243333,6.017167,1870
"Prapoutel",2000,"44",45.243333,6.017167,1870
"Prapoutel",2001,"36.8",45.243333,6.017167,1870
"Prapoutel",2002,"30",45.243333,6.017167,1870
"Prapoutel",2003,"5",45.243333,6.017167,1870
"Prapoutel",2004,"12.6",45.243333,6.017167,1870
"Prapoutel",2005,"-Inf",45.243333,6.017167,1870
"Prapoutel",2006,"-Inf",45.243333,6.017167,1870
"Prapoutel",2007,"-Inf",45.243333,6.017167,1870
"Prapoutel",2008,"-Inf",45.243333,6.017167,1870
"Prapoutel",2009,"-Inf",45.243333,6.017167,1870
"Prapoutel",2010,"-Inf",45.243333,6.017167,1870
"Prapoutel",2011,"-Inf",45.243333,6.017167,1870
"Prapoutel",2012,"-Inf",45.243333,6.017167,1870
"Prapoutel",2013,"-Inf",45.243333,6.017167,1870
"Prapoutel",2014,"-Inf",45.243333,6.017167,1870
"Prapoutel",2015,"-Inf",45.243333,6.017167,1870
"Prapoutel",2016,"-Inf",45.243333,6.017167,1870
"Prapoutel",2017,"-Inf",45.243333,6.017167,1870
"Prapoutel",2018,"-Inf",45.243333,6.017167,1870
"Prapoutel",2019,"-Inf",45.243333,6.017167,1870
"Prapoutel",2020,"-Inf",45.243333,6.017167,1870
"Prapoutel",2021,"-Inf",45.243333,6.017167,1870
"Prapoutel",2022,"-Inf",45.243333,6.017167,1870
"PRAPOUTEL",1950,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1951,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1952,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1953,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1954,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1955,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1956,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1957,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1958,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1959,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1960,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1961,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1962,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1963,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1964,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1965,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1966,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1967,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1968,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1969,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1970,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1971,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1972,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1973,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1974,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1975,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1976,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1977,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1978,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1979,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1980,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1981,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1982,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1983,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1984,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1985,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1986,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1987,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1988,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1989,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1990,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1991,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1992,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1993,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1994,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1995,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1996,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1997,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1998,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",1999,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",2000,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",2001,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",2002,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",2003,"-Inf",45.256167,5.995667,1355
"PRAPOUTEL",2004,"26.5",45.256167,5.995667,1355
"PRAPOUTEL",2005,"24.9",45.256167,5.995667,1355
"PRAPOUTEL",2006,"34",45.256167,5.995667,1355
"PRAPOUTEL",2007,"21.2",45.256167,5.995667,1355
"PRAPOUTEL",2008,"30.5",45.256167,5.995667,1355
"PRAPOUTEL",2009,"33",45.256167,5.995667,1355
"PRAPOUTEL",2010,"20",45.256167,5.995667,1355
"PRAPOUTEL",2011,"34",45.256167,5.995667,1355
"PRAPOUTEL",2012,"48.5",45.256167,5.995667,1355
"PRAPOUTEL",2013,"32",45.256167,5.995667,1355
"PRAPOUTEL",2014,"17.9",45.256167,5.995667,1355
"PRAPOUTEL",2015,"53",45.256167,5.995667,1355
"PRAPOUTEL",2016,"32",45.256167,5.995667,1355
"PRAPOUTEL",2017,"28",45.256167,5.995667,1355
"PRAPOUTEL",2018,"52.5",45.256167,5.995667,1355
"PRAPOUTEL",2019,"5",45.256167,5.995667,1355
"PRAPOUTEL",2020,"23",45.256167,5.995667,1355
"PRAPOUTEL",2021,"20",45.256167,5.995667,1355
"PRAPOUTEL",2022,"16.4",45.256167,5.995667,1355
"ALLEMOND",1950,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1951,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1952,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1953,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1954,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1955,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1956,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1957,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1958,"-Inf",45.203333,6.040333,1270
"ALLEMOND",1959,"62.4",45.203333,6.040333,1270
"ALLEMOND",1960,"68",45.203333,6.040333,1270
"ALLEMOND",1961,"96",45.203333,6.040333,1270
"ALLEMOND",1962,"74.7",45.203333,6.040333,1270
"ALLEMOND",1963,"58",45.203333,6.040333,1270
"ALLEMOND",1964,"49.5",45.203333,6.040333,1270
"ALLEMOND",1965,"71.4",45.203333,6.040333,1270
"ALLEMOND",1966,"72",45.203333,6.040333,1270
"ALLEMOND",1967,"65",45.203333,6.040333,1270
"ALLEMOND",1968,"145.2",45.203333,6.040333,1270
"ALLEMOND",1969,"68.6",45.203333,6.040333,1270
"ALLEMOND",1970,"59.8",45.203333,6.040333,1270
"ALLEMOND",1971,"83.5",45.203333,6.040333,1270
"ALLEMOND",1972,"58.9",45.203333,6.040333,1270
"ALLEMOND",1973,"95",45.203333,6.040333,1270
"ALLEMOND",1974,"100.7",45.203333,6.040333,1270
"ALLEMOND",1975,"76.7",45.203333,6.040333,1270
"ALLEMOND",1976,"84.6",45.203333,6.040333,1270
"ALLEMOND",1977,"65",45.203333,6.040333,1270
"ALLEMOND",1978,"80",45.203333,6.040333,1270
"ALLEMOND",1979,"96",45.203333,6.040333,1270
"ALLEMOND",1980,"80",45.203333,6.040333,1270
"ALLEMOND",1981,"75",45.203333,6.040333,1270
"ALLEMOND",1982,"73",45.203333,6.040333,1270
"ALLEMOND",1983,"114",45.203333,6.040333,1270
"ALLEMOND",1984,"71",45.203333,6.040333,1270
"ALLEMOND",1985,"58",45.203333,6.040333,1270
"ALLEMOND",1986,"98",45.203333,6.040333,1270
"ALLEMOND",1987,"57",45.203333,6.040333,1270
"ALLEMOND",1988,"80",45.203333,6.040333,1270
"ALLEMOND",1989,"57",45.203333,6.040333,1270
"ALLEMOND",1990,"110",45.203333,6.040333,1270
"ALLEMOND",1991,"65",45.203333,6.040333,1270
"ALLEMOND",1992,"71",45.203333,6.040333,1270
"ALLEMOND",1993,"76",45.203333,6.040333,1270
"ALLEMOND",1994,"82",45.203333,6.040333,1270
"ALLEMOND",1995,"63",45.203333,6.040333,1270
"ALLEMOND",1996,"78",45.203333,6.040333,1270
"ALLEMOND",1997,"80",45.203333,6.040333,1270
"ALLEMOND",1998,"66.5",45.203333,6.040333,1270
"ALLEMOND",1999,"60.5",45.203333,6.040333,1270
"ALLEMOND",2000,"73",45.203333,6.040333,1270
"ALLEMOND",2001,"98",45.203333,6.040333,1270
"ALLEMOND",2002,"61",45.203333,6.040333,1270
"ALLEMOND",2003,"66",45.203333,6.040333,1270
"ALLEMOND",2004,"83.3",45.203333,6.040333,1270
"ALLEMOND",2005,"79.3",45.203333,6.040333,1270
"ALLEMOND",2006,"48",45.203333,6.040333,1270
"ALLEMOND",2007,"56.7",45.203333,6.040333,1270
"ALLEMOND",2008,"61.8",45.203333,6.040333,1270
"ALLEMOND",2009,"67",45.203333,6.040333,1270
"ALLEMOND",2010,"79.8",45.203333,6.040333,1270
"ALLEMOND",2011,"73.9",45.203333,6.040333,1270
"ALLEMOND",2012,"92.7",45.203333,6.040333,1270
"ALLEMOND",2013,"75.1",45.203333,6.040333,1270
"ALLEMOND",2014,"71.3",45.203333,6.040333,1270
"ALLEMOND",2015,"105.1",45.203333,6.040333,1270
"ALLEMOND",2016,"49.4",45.203333,6.040333,1270
"ALLEMOND",2017,"119.2",45.203333,6.040333,1270
"ALLEMOND",2018,"64",45.203333,6.040333,1270
"ALLEMOND",2019,"67.4",45.203333,6.040333,1270
"ALLEMOND",2020,"107.2",45.203333,6.040333,1270
"ALLEMOND",2021,"66.5",45.203333,6.040333,1270
"ALLEMOND",2022,"66.2",45.203333,6.040333,1270
"Le Rivier d Allemond",1950,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1951,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1952,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1953,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1954,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1955,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1956,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1957,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1958,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1959,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1960,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1961,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1962,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1963,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1964,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1965,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1966,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1967,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1968,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1969,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1970,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1971,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1972,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1973,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1974,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1975,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1976,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1977,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1978,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1979,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1980,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1981,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1982,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1983,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1984,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1985,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1986,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1987,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1988,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1989,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1990,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1991,"65",45.205833,6.0425,1280
"Le Rivier d Allemond",1992,"42",45.205833,6.0425,1280
"Le Rivier d Allemond",1993,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1994,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1995,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1996,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1997,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1998,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",1999,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2000,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2001,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2002,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2003,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2004,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2005,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2006,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2007,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2008,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2009,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2010,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2011,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2012,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2013,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2014,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2015,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2016,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2017,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2018,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2019,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2020,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2021,"-Inf",45.205833,6.0425,1280
"Le Rivier d Allemond",2022,"-Inf",45.205833,6.0425,1280
"AIGLETON-NIVOSE",1950,"-Inf",45.231,6.038167,2240
"AIGLETON-NIVOSE",1951,"-Inf",45.231,6.038167,2240
