"NOM","ANNEE","PLUIE"
"GRESSE",2006,34
"GRESSE",2007,70
"GRESSE",2008,74
"GRESSE",2009,57.3
"GRESSE",2010,45.2
"GRESSE",2011,63.5
"GRESSE",2012,73
"GRESSE",2013,77.5
"GRESSE",2014,71.2
"GRESSE",2015,51.4
"GRESSE",2016,42.6
"GRESSE",2017,64.2
"GRESSE",2018,75
"GRESSE",2019,53.5
"GRESSE",2020,50
"GRESSE",2021,73
"GRESSE",2022,45.4
"ROISSARD",1950,52.2
"ROISSARD",1951,42.1
"ROISSARD",1952,24.3
"ROISSARD",1953,NA
"ROISSARD",1954,NA
"ROISSARD",1955,NA
"ROISSARD",1956,52
"ROISSARD",1957,54.7
"ROISSARD",1958,40
"ROISSARD",1959,55
"ROISSARD",1960,62
"ROISSARD",1961,55.7
"ROISSARD",1962,32.3
"ROISSARD",1963,55
"ROISSARD",1964,44
"ROISSARD",1965,40.8
"ROISSARD",1966,45
"ROISSARD",1967,27.5
"ROISSARD",1968,60
"ROISSARD",1969,55.5
"ROISSARD",1970,38.5
"ROISSARD",1971,52.3
"ROISSARD",1972,36
"ROISSARD",1973,45
"ROISSARD",1974,37.5
"ROISSARD",1975,86
"ROISSARD",1976,35
"ROISSARD",1977,41
"ROISSARD",1978,35
"ROISSARD",1979,44.5
"ROISSARD",1980,41.6
"ROISSARD",1981,40
"ROISSARD",1982,62
"ROISSARD",1983,52
"ROISSARD",1984,41.5
"ROISSARD",1985,36
"ROISSARD",1986,30.6
"ROISSARD",1987,55.5
"ROISSARD",1988,30
"ROISSARD",1989,50.2
"ROISSARD",1990,48.2
"ROISSARD",1991,76.6
"ROISSARD",1992,56.6
"ROISSARD",1993,46
"ROISSARD",1994,62.5
"ROISSARD",1995,37.4
"ROISSARD",1996,40.3
"ROISSARD",1997,30
"ROISSARD",1998,44.9
"ROISSARD",1999,53.1
"ROISSARD",2000,54.8
"ROISSARD",2001,57
"ROISSARD",2002,63
"ROISSARD",2003,51.7
"ROISSARD",2004,41.4
"ROISSARD",2005,33
"ROISSARD",2006,31.5
"ROISSARD",2007,48.8
"ROISSARD",2008,50.9
"ROISSARD",2009,43.1
"ROISSARD",2010,42.5
"ROISSARD",2011,55.5
"ROISSARD",2012,46.5
"ROISSARD",2013,75.3
"ROISSARD",2014,58.6
"ROISSARD",2015,37
"ROISSARD",2016,32.5
"ROISSARD",2017,60
"ROISSARD",2018,51
"ROISSARD",2019,65
"ROISSARD",2020,50
"ROISSARD",2021,65.5
"ROISSARD",2022,56.2
"CHICHILIANNE",1950,NA
"CHICHILIANNE",1951,NA
"CHICHILIANNE",1952,NA
"CHICHILIANNE",1953,NA
"CHICHILIANNE",1954,NA
"CHICHILIANNE",1955,NA
"CHICHILIANNE",1956,NA
"CHICHILIANNE",1957,NA
"CHICHILIANNE",1958,NA
"CHICHILIANNE",1959,NA
"CHICHILIANNE",1960,NA
"CHICHILIANNE",1961,NA
"CHICHILIANNE",1962,45.9
"CHICHILIANNE",1963,52.9
"CHICHILIANNE",1964,51.3
"CHICHILIANNE",1965,42
"CHICHILIANNE",1966,56.4
"CHICHILIANNE",1967,40.5
"CHICHILIANNE",1968,77.1
"CHICHILIANNE",1969,75.5
"CHICHILIANNE",1970,59
"CHICHILIANNE",1971,62.2
"CHICHILIANNE",1972,87.7
"CHICHILIANNE",1973,70.8
"CHICHILIANNE",1974,48.8
"CHICHILIANNE",1975,102.7
"CHICHILIANNE",1976,57
"CHICHILIANNE",1977,47.2
"CHICHILIANNE",1978,45.8
"CHICHILIANNE",1979,70.7
"CHICHILIANNE",1980,52.8
"CHICHILIANNE",1981,46.5
"CHICHILIANNE",1982,93.8
"CHICHILIANNE",1983,73.5
"CHICHILIANNE",1984,42.9
"CHICHILIANNE",1985,47.8
"CHICHILIANNE",1986,37.6
"CHICHILIANNE",1987,66.4
"CHICHILIANNE",1988,40.5
"CHICHILIANNE",1989,52.3
"CHICHILIANNE",1990,92.8
"CHICHILIANNE",1991,87.7
"CHICHILIANNE",1992,80.2
"CHICHILIANNE",1993,60.5
"CHICHILIANNE",1994,70.8
"CHICHILIANNE",1995,98.8
"CHICHILIANNE",1996,84.1
"CHICHILIANNE",1997,43.6
"CHICHILIANNE",1998,47.4
"CHICHILIANNE",1999,64.9
"CHICHILIANNE",2000,64.8
"CHICHILIANNE",2001,75
"CHICHILIANNE",2002,62.2
"CHICHILIANNE",2003,96.5
"CHICHILIANNE",2004,61.7
"CHICHILIANNE",2005,59
"CHICHILIANNE",2006,46.5
"CHICHILIANNE",2007,73
"CHICHILIANNE",2008,78
"CHICHILIANNE",2009,70
"CHICHILIANNE",2010,50
"CHICHILIANNE",2011,61
"CHICHILIANNE",2012,72.1
"CHICHILIANNE",2013,75
"CHICHILIANNE",2014,105
"CHICHILIANNE",2015,65.5
"CHICHILIANNE",2016,53.5
"CHICHILIANNE",2017,59
"CHICHILIANNE",2018,69
"CHICHILIANNE",2019,60.1
"CHICHILIANNE",2020,62
"CHICHILIANNE",2021,NA
"CHICHILIANNE",2022,NA
"CLELLES",1950,NA
"CLELLES",1951,NA
"CLELLES",1952,NA
"CLELLES",1953,NA
"CLELLES",1954,NA
"CLELLES",1955,NA
"CLELLES",1956,NA
"CLELLES",1957,NA
"CLELLES",1958,NA
"CLELLES",1959,NA
"CLELLES",1960,NA
"CLELLES",1961,NA
"CLELLES",1962,29
"CLELLES",1963,40.6
"CLELLES",1964,41.2
"CLELLES",1965,37.1
"CLELLES",1966,48.6
"CLELLES",1967,31.7
"CLELLES",1968,60.6
"CLELLES",1969,70.5
"CLELLES",1970,45.5
"CLELLES",1971,53
"CLELLES",1972,49.1
"CLELLES",1973,65.7
"CLELLES",1974,50.2
"CLELLES",1975,89.5
"CLELLES",1976,40
"CLELLES",1977,53
"CLELLES",1978,53.1
"CLELLES",1979,43.2
"CLELLES",1980,60
"CLELLES",1981,46.5
"CLELLES",1982,79.6
"CLELLES",1983,57.5
"CLELLES",1984,37
"CLELLES",1985,38.3
"CLELLES",1986,31.6
"CLELLES",1987,37.8
"CLELLES",1988,34
"CLELLES",1989,46.5
"CLELLES",1990,69.5
"CLELLES",1991,70
"CLELLES",1992,62
"CLELLES",1993,44.5
"CLELLES",1994,66.3
"CLELLES",1995,49
"CLELLES",1996,67.5
"CLELLES",1997,44.5
"CLELLES",1998,35
"CLELLES",1999,65
"CLELLES",2000,60
"CLELLES",2001,60
"CLELLES",2002,61.5
"CLELLES",2003,80
"CLELLES",2004,49
"CLELLES",2005,35
"CLELLES",2006,33
"CLELLES",2007,40
"CLELLES",2008,94
"CLELLES",2009,60
"CLELLES",2010,52
"CLELLES",2011,58
"CLELLES",2012,69
"CLELLES",2013,62
"CLELLES",2014,66.5
"CLELLES",2015,34
"CLELLES",2016,40
"CLELLES",2017,41
"CLELLES",2018,57
"CLELLES",2019,NA
"CLELLES",2020,NA
"CLELLES",2021,NA
"CLELLES",2022,NA
"ST-MAURICE-EN-TRIEVES",1950,NA
"ST-MAURICE-EN-TRIEVES",1951,NA
"ST-MAURICE-EN-TRIEVES",1952,NA
"ST-MAURICE-EN-TRIEVES",1953,NA
"ST-MAURICE-EN-TRIEVES",1954,NA
"ST-MAURICE-EN-TRIEVES",1955,NA
"ST-MAURICE-EN-TRIEVES",1956,NA
"ST-MAURICE-EN-TRIEVES",1957,NA
"ST-MAURICE-EN-TRIEVES",1958,NA
"ST-MAURICE-EN-TRIEVES",1959,NA
"ST-MAURICE-EN-TRIEVES",1960,NA
"ST-MAURICE-EN-TRIEVES",1961,NA
"ST-MAURICE-EN-TRIEVES",1962,NA
"ST-MAURICE-EN-TRIEVES",1963,NA
"ST-MAURICE-EN-TRIEVES",1964,NA
"ST-MAURICE-EN-TRIEVES",1965,NA
"ST-MAURICE-EN-TRIEVES",1966,NA
"ST-MAURICE-EN-TRIEVES",1967,NA
"ST-MAURICE-EN-TRIEVES",1968,NA
"ST-MAURICE-EN-TRIEVES",1969,67.1
"ST-MAURICE-EN-TRIEVES",1970,63.3
"ST-MAURICE-EN-TRIEVES",1971,75.6
"ST-MAURICE-EN-TRIEVES",1972,86.5
"ST-MAURICE-EN-TRIEVES",1973,56.4
"ST-MAURICE-EN-TRIEVES",1974,60.9
"ST-MAURICE-EN-TRIEVES",1975,74.2
"ST-MAURICE-EN-TRIEVES",1976,60.3
"ST-MAURICE-EN-TRIEVES",1977,61.5
"ST-MAURICE-EN-TRIEVES",1978,42.6
"ST-MAURICE-EN-TRIEVES",1979,63.5
"ST-MAURICE-EN-TRIEVES",1980,56.9
"ST-MAURICE-EN-TRIEVES",1981,62.2
"ST-MAURICE-EN-TRIEVES",1982,96.4
"ST-MAURICE-EN-TRIEVES",1983,51.9
"ST-MAURICE-EN-TRIEVES",1984,64.7
"ST-MAURICE-EN-TRIEVES",1985,75.8
"ST-MAURICE-EN-TRIEVES",1986,52
"ST-MAURICE-EN-TRIEVES",1987,53.4
"ST-MAURICE-EN-TRIEVES",1988,38.8
"ST-MAURICE-EN-TRIEVES",1989,32.8
"ST-MAURICE-EN-TRIEVES",1990,37
"ST-MAURICE-EN-TRIEVES",1991,60
"ST-MAURICE-EN-TRIEVES",1992,47
"ST-MAURICE-EN-TRIEVES",1993,60
"ST-MAURICE-EN-TRIEVES",1994,58
"ST-MAURICE-EN-TRIEVES",1995,100
"ST-MAURICE-EN-TRIEVES",1996,41
"ST-MAURICE-EN-TRIEVES",1997,77.8
"ST-MAURICE-EN-TRIEVES",1998,35.8
"ST-MAURICE-EN-TRIEVES",1999,92
"ST-MAURICE-EN-TRIEVES",2000,84
"ST-MAURICE-EN-TRIEVES",2001,61.8
"ST-MAURICE-EN-TRIEVES",2002,72.6
"ST-MAURICE-EN-TRIEVES",2003,85.8
"ST-MAURICE-EN-TRIEVES",2004,56.6
"ST-MAURICE-EN-TRIEVES",2005,79.6
"ST-MAURICE-EN-TRIEVES",2006,60.1
"ST-MAURICE-EN-TRIEVES",2007,56.2
"ST-MAURICE-EN-TRIEVES",2008,84.5
"ST-MAURICE-EN-TRIEVES",2009,82.5
"ST-MAURICE-EN-TRIEVES",2010,51.6
"ST-MAURICE-EN-TRIEVES",2011,79.5
"ST-MAURICE-EN-TRIEVES",2012,70
"ST-MAURICE-EN-TRIEVES",2013,55.6
"ST-MAURICE-EN-TRIEVES",2014,95.5
"ST-MAURICE-EN-TRIEVES",2015,49.7
"ST-MAURICE-EN-TRIEVES",2016,75.1
"ST-MAURICE-EN-TRIEVES",2017,66.3
"ST-MAURICE-EN-TRIEVES",2018,58.6
"ST-MAURICE-EN-TRIEVES",2019,64.8
"ST-MAURICE-EN-TRIEVES",2020,89.5
"ST-MAURICE-EN-TRIEVES",2021,NA
"ST-MAURICE-EN-TRIEVES",2022,NA
"LA MURE- RADOME",1950,62.3
"LA MURE- RADOME",1951,78.2
"LA MURE- RADOME",1952,54.9
"LA MURE- RADOME",1953,52.3
"LA MURE- RADOME",1954,115.7
"LA MURE- RADOME",1955,89.5
"LA MURE- RADOME",1956,37.4
"LA MURE- RADOME",1957,70.4
"LA MURE- RADOME",1958,84.3
"LA MURE- RADOME",1959,66.4
"LA MURE- RADOME",1960,72.4
"LA MURE- RADOME",1961,72.5
"LA MURE- RADOME",1962,55.8
"LA MURE- RADOME",1963,37.4
"LA MURE- RADOME",1964,38.4
"LA MURE- RADOME",1965,44
"LA MURE- RADOME",1966,45.7
"LA MURE- RADOME",1967,37.6
"LA MURE- RADOME",1968,59.3
"LA MURE- RADOME",1969,62.6
"LA MURE- RADOME",1970,66.7
"LA MURE- RADOME",1971,46.3
"LA MURE- RADOME",1972,46.1
"LA MURE- RADOME",1973,45
"LA MURE- RADOME",1974,81.6
"LA MURE- RADOME",1975,90.5
"LA MURE- RADOME",1976,48.6
"LA MURE- RADOME",1977,72.2
"LA MURE- RADOME",1978,55.4
"LA MURE- RADOME",1979,58.5
"LA MURE- RADOME",1980,74.5
"LA MURE- RADOME",1981,88.4
"LA MURE- RADOME",1982,82.4
"LA MURE- RADOME",1983,96.2
"LA MURE- RADOME",1984,65.5
"LA MURE- RADOME",1985,43
"LA MURE- RADOME",1986,50
"LA MURE- RADOME",1987,48.3
"LA MURE- RADOME",1988,62
"LA MURE- RADOME",1989,44.3
"LA MURE- RADOME",1990,79.4
"LA MURE- RADOME",1991,122.5
"LA MURE- RADOME",1992,48
"LA MURE- RADOME",1993,57
"LA MURE- RADOME",1994,63.4
"LA MURE- RADOME",1995,44.3
"LA MURE- RADOME",1996,62
"LA MURE- RADOME",1997,64.8
"LA MURE- RADOME",1998,36.5
"LA MURE- RADOME",1999,61.5
"LA MURE- RADOME",2000,102.6
"LA MURE- RADOME",2001,48
"LA MURE- RADOME",2002,64.5
"LA MURE- RADOME",2003,40
"LA MURE- RADOME",2004,38.7
"LA MURE- RADOME",2005,33.1
"LA MURE- RADOME",2006,39.4
"LA MURE- RADOME",2007,65.7
"LA MURE- RADOME",2008,55.8
"LA MURE- RADOME",2009,43
"LA MURE- RADOME",2010,49
"LA MURE- RADOME",2011,53.6
"LA MURE- RADOME",2012,50.1
"LA MURE- RADOME",2013,51.7
"LA MURE- RADOME",2014,49.9
"LA MURE- RADOME",2015,44
"LA MURE- RADOME",2016,33.4
"LA MURE- RADOME",2017,57.9
"LA MURE- RADOME",2018,43.3
"LA MURE- RADOME",2019,52.8
"LA MURE- RADOME",2020,46.4
"LA MURE- RADOME",2021,48
"LA MURE- RADOME",2022,40
"SUSVILLE CITE PRE-LUZAT",1950,38
"SUSVILLE CITE PRE-LUZAT",1951,48.5
"SUSVILLE CITE PRE-LUZAT",1952,45.3
"SUSVILLE CITE PRE-LUZAT",1953,40
"SUSVILLE CITE PRE-LUZAT",1954,NA
"SUSVILLE CITE PRE-LUZAT",1955,25.8
"SUSVILLE CITE PRE-LUZAT",1956,31.5
"SUSVILLE CITE PRE-LUZAT",1957,NA
"SUSVILLE CITE PRE-LUZAT",1958,45.3
"SUSVILLE CITE PRE-LUZAT",1959,57.5
"SUSVILLE CITE PRE-LUZAT",1960,51.8
"SUSVILLE CITE PRE-LUZAT",1961,37
"SUSVILLE CITE PRE-LUZAT",1962,38.5
"SUSVILLE CITE PRE-LUZAT",1963,35.5
"SUSVILLE CITE PRE-LUZAT",1964,44.7
"SUSVILLE CITE PRE-LUZAT",1965,34.5
"SUSVILLE CITE PRE-LUZAT",1966,45.4
"SUSVILLE CITE PRE-LUZAT",1967,30.9
"SUSVILLE CITE PRE-LUZAT",1968,47.7
"SUSVILLE CITE PRE-LUZAT",1969,61.8
"SUSVILLE CITE PRE-LUZAT",1970,38.3
"SUSVILLE CITE PRE-LUZAT",1971,57
"SUSVILLE CITE PRE-LUZAT",1972,38.8
"SUSVILLE CITE PRE-LUZAT",1973,44.6
"SUSVILLE CITE PRE-LUZAT",1974,45.4
"SUSVILLE CITE PRE-LUZAT",1975,57.1
"SUSVILLE CITE PRE-LUZAT",1976,41.4
"SUSVILLE CITE PRE-LUZAT",1977,53.8
"SUSVILLE CITE PRE-LUZAT",1978,39.3
"SUSVILLE CITE PRE-LUZAT",1979,42.7
"SUSVILLE CITE PRE-LUZAT",1980,48.4
"SUSVILLE CITE PRE-LUZAT",1981,40.1
"SUSVILLE CITE PRE-LUZAT",1982,65.1
"SUSVILLE CITE PRE-LUZAT",1983,52.8
"SUSVILLE CITE PRE-LUZAT",1984,38.3
"SUSVILLE CITE PRE-LUZAT",1985,38
"SUSVILLE CITE PRE-LUZAT",1986,87.5
"SUSVILLE CITE PRE-LUZAT",1987,52.9
"SUSVILLE CITE PRE-LUZAT",1988,35.7
"SUSVILLE CITE PRE-LUZAT",1989,54
"SUSVILLE CITE PRE-LUZAT",1990,51.5
"SUSVILLE CITE PRE-LUZAT",1991,94.1
"SUSVILLE CITE PRE-LUZAT",1992,33.7
"SUSVILLE CITE PRE-LUZAT",1993,43.2
"SUSVILLE CITE PRE-LUZAT",1994,72.6
"SUSVILLE CITE PRE-LUZAT",1995,43
"SUSVILLE CITE PRE-LUZAT",1996,52
"SUSVILLE CITE PRE-LUZAT",1997,33
"SUSVILLE CITE PRE-LUZAT",1998,34
"SUSVILLE CITE PRE-LUZAT",1999,47.5
"SUSVILLE CITE PRE-LUZAT",2000,86
"SUSVILLE CITE PRE-LUZAT",2001,53
"SUSVILLE CITE PRE-LUZAT",2002,62
"SUSVILLE CITE PRE-LUZAT",2003,50
"SUSVILLE CITE PRE-LUZAT",2004,42
"SUSVILLE CITE PRE-LUZAT",2005,42
"SUSVILLE CITE PRE-LUZAT",2006,41
"SUSVILLE CITE PRE-LUZAT",2007,34.3
"SUSVILLE CITE PRE-LUZAT",2008,50
"SUSVILLE CITE PRE-LUZAT",2009,36
"SUSVILLE CITE PRE-LUZAT",2010,50
"SUSVILLE CITE PRE-LUZAT",2011,48
"SUSVILLE CITE PRE-LUZAT",2012,48
"SUSVILLE CITE PRE-LUZAT",2013,47
"SUSVILLE CITE PRE-LUZAT",2014,45
"SUSVILLE CITE PRE-LUZAT",2015,42.5
"SUSVILLE CITE PRE-LUZAT",2016,30
"SUSVILLE CITE PRE-LUZAT",2017,40
"SUSVILLE CITE PRE-LUZAT",2018,NA
"SUSVILLE CITE PRE-LUZAT",2019,NA
"SUSVILLE CITE PRE-LUZAT",2020,NA
"SUSVILLE CITE PRE-LUZAT",2021,NA
"SUSVILLE CITE PRE-LUZAT",2022,NA
"VALJOUFFREY",1950,73.5
"VALJOUFFREY",1951,45.5
"VALJOUFFREY",1952,55
"VALJOUFFREY",1953,46
"VALJOUFFREY",1954,62.5
"VALJOUFFREY",1955,69.5
"VALJOUFFREY",1956,38.5
"VALJOUFFREY",1957,81.2
"VALJOUFFREY",1958,78.2
"VALJOUFFREY",1959,58.5
"VALJOUFFREY",1960,79.5
"VALJOUFFREY",1961,83.1
"VALJOUFFREY",1962,79.1
"VALJOUFFREY",1963,63.5
"VALJOUFFREY",1964,44.7
"VALJOUFFREY",1965,64.1
"VALJOUFFREY",1966,44.1
"VALJOUFFREY",1967,56.6
"VALJOUFFREY",1968,58.6
"VALJOUFFREY",1969,101.7
"VALJOUFFREY",1970,64
"VALJOUFFREY",1971,56
"VALJOUFFREY",1972,57.5
"VALJOUFFREY",1973,58
"VALJOUFFREY",1974,78
"VALJOUFFREY",1975,92
"VALJOUFFREY",1976,51
"VALJOUFFREY",1977,86
"VALJOUFFREY",1978,63
"VALJOUFFREY",1979,66
"VALJOUFFREY",1980,91
"VALJOUFFREY",1981,75
"VALJOUFFREY",1982,63
"VALJOUFFREY",1983,73
"VALJOUFFREY",1984,55
"VALJOUFFREY",1985,46
"VALJOUFFREY",1986,72
"VALJOUFFREY",1987,47
"VALJOUFFREY",1988,33
"VALJOUFFREY",1989,55.1
"VALJOUFFREY",1990,81.2
"VALJOUFFREY",1991,80.2
"VALJOUFFREY",1992,56.4
"VALJOUFFREY",1993,64.2
"VALJOUFFREY",1994,69.4
"VALJOUFFREY",1995,49.4
"VALJOUFFREY",1996,105.4
"VALJOUFFREY",1997,62.4
"VALJOUFFREY",1998,37.4
"VALJOUFFREY",1999,74.2
"VALJOUFFREY",2000,72.2
"VALJOUFFREY",2001,57.4
"VALJOUFFREY",2002,72
"VALJOUFFREY",2003,80.4
"VALJOUFFREY",2004,61.2
"VALJOUFFREY",2005,43.4
"VALJOUFFREY",2006,42.1
"VALJOUFFREY",2007,44.1
"VALJOUFFREY",2008,45.5
"VALJOUFFREY",2009,72.4
"VALJOUFFREY",2010,44.2
"VALJOUFFREY",2011,88.4
"VALJOUFFREY",2012,111.2
"VALJOUFFREY",2013,72
"VALJOUFFREY",2014,49.2
"VALJOUFFREY",2015,NA
"VALJOUFFREY",2016,NA
"VALJOUFFREY",2017,NA
"VALJOUFFREY",2018,NA
"VALJOUFFREY",2019,NA
"VALJOUFFREY",2020,NA
"VALJOUFFREY",2021,NA
"VALJOUFFREY",2022,NA
"CORPS",1950,70
"CORPS",1951,85.6
"CORPS",1952,72.8
"CORPS",1953,64.8
"CORPS",1954,NA
"CORPS",1955,77.6
"CORPS",1956,46.7
"CORPS",1957,70.3
"CORPS",1958,115
"CORPS",1959,100.6
"CORPS",1960,110.7
"CORPS",1961,64.5
"CORPS",1962,50.8
"CORPS",1963,63
"CORPS",1964,49.7
"CORPS",1965,87.1
"CORPS",1966,58.3
"CORPS",1967,103.1
"CORPS",1968,62.4
"CORPS",1969,75.4
"CORPS",1970,89.3
"CORPS",1971,87
"CORPS",1972,80
"CORPS",1973,39.5
"CORPS",1974,50.5
"CORPS",1975,108.2
"CORPS",1976,51.1
"CORPS",1977,80.7
"CORPS",1978,51.6
"CORPS",1979,63.7
"CORPS",1980,48
"CORPS",1981,100
"CORPS",1982,70.8
"CORPS",1983,65.5
"CORPS",1984,68.8
"CORPS",1985,56
"CORPS",1986,40
"CORPS",1987,40
"CORPS",1988,50
"CORPS",1989,52
"CORPS",1990,66
"CORPS",1991,108
"CORPS",1992,57.5
"CORPS",1993,88
"CORPS",1994,98
"CORPS",1995,58
"CORPS",1996,80
"CORPS",1997,95
"CORPS",1998,32.5
"CORPS",1999,85
"CORPS",2000,98
"CORPS",2001,68
"CORPS",2002,68
"CORPS",2003,115
"CORPS",2004,58
"CORPS",2005,75
"CORPS",2006,50.3
"CORPS",2007,58
"CORPS",2008,55
"CORPS",2009,83
"CORPS",2010,55
"CORPS",2011,137.5
"CORPS",2012,120
"CORPS",2013,60
"CORPS",2014,32.2
"CORPS",2015,40
"CORPS",2016,60
"CORPS",2017,10
"CORPS",2018,NA
"CORPS",2019,NA
"CORPS",2020,NA
"CORPS",2021,NA
"CORPS",2022,NA
"PELLAFOL-SAUTET",1950,59.8
"PELLAFOL-SAUTET",1951,120
"PELLAFOL-SAUTET",1952,38.4
"PELLAFOL-SAUTET",1953,50.3
"PELLAFOL-SAUTET",1954,NA
"PELLAFOL-SAUTET",1955,50.5
"PELLAFOL-SAUTET",1956,47.5
"PELLAFOL-SAUTET",1957,91.6
"PELLAFOL-SAUTET",1958,96.4
"PELLAFOL-SAUTET",1959,68.8
"PELLAFOL-SAUTET",1960,83
"PELLAFOL-SAUTET",1961,64.6
"PELLAFOL-SAUTET",1962,40.3
"PELLAFOL-SAUTET",1963,50.1
"PELLAFOL-SAUTET",1964,35.4
"PELLAFOL-SAUTET",1965,38.5
"PELLAFOL-SAUTET",1966,52
"PELLAFOL-SAUTET",1967,51.5
"PELLAFOL-SAUTET",1968,72.5
"PELLAFOL-SAUTET",1969,53
"PELLAFOL-SAUTET",1970,68
"PELLAFOL-SAUTET",1971,59.2
"PELLAFOL-SAUTET",1972,75
"PELLAFOL-SAUTET",1973,35
"PELLAFOL-SAUTET",1974,50.8
"PELLAFOL-SAUTET",1975,95.5
"PELLAFOL-SAUTET",1976,64
"PELLAFOL-SAUTET",1977,89.5
"PELLAFOL-SAUTET",1978,60.4
"PELLAFOL-SAUTET",1979,69.5
"PELLAFOL-SAUTET",1980,69
"PELLAFOL-SAUTET",1981,59
"PELLAFOL-SAUTET",1982,95.3
"PELLAFOL-SAUTET",1983,63.8
"PELLAFOL-SAUTET",1984,82.1
"PELLAFOL-SAUTET",1985,45.7
"PELLAFOL-SAUTET",1986,43.6
"PELLAFOL-SAUTET",1987,72.6
"PELLAFOL-SAUTET",1988,58.8
"PELLAFOL-SAUTET",1989,50.6
"PELLAFOL-SAUTET",1990,60.1
"PELLAFOL-SAUTET",1991,88
"PELLAFOL-SAUTET",1992,44.1
"PELLAFOL-SAUTET",1993,74.3
"PELLAFOL-SAUTET",1994,198.3
"PELLAFOL-SAUTET",1995,100.2
"PELLAFOL-SAUTET",1996,88.2
"PELLAFOL-SAUTET",1997,78.2
"PELLAFOL-SAUTET",1998,30
"PELLAFOL-SAUTET",1999,77
"PELLAFOL-SAUTET",2000,58.1
"PELLAFOL-SAUTET",2001,48.6
"PELLAFOL-SAUTET",2002,75
"PELLAFOL-SAUTET",2003,97
"PELLAFOL-SAUTET",2004,40
"PELLAFOL-SAUTET",2005,76
"PELLAFOL-SAUTET",2006,54
"PELLAFOL-SAUTET",2007,45.4
"PELLAFOL-SAUTET",2008,59.8
"PELLAFOL-SAUTET",2009,60.3
"PELLAFOL-SAUTET",2010,53.7
"PELLAFOL-SAUTET",2011,108.2
"PELLAFOL-SAUTET",2012,67.5
"PELLAFOL-SAUTET",2013,57.1
"PELLAFOL-SAUTET",2014,110.7
"PELLAFOL-SAUTET",2015,41.3
"PELLAFOL-SAUTET",2016,82.3
"PELLAFOL-SAUTET",2017,67.1
"PELLAFOL-SAUTET",2018,51.4
"PELLAFOL-SAUTET",2019,64.6
"PELLAFOL-SAUTET",2020,66.9
"PELLAFOL-SAUTET",2021,70
"PELLAFOL-SAUTET",2022,41.8
"PELLAFOL-CHANEAUX",1950,63.4
"PELLAFOL-CHANEAUX",1951,45.6
"PELLAFOL-CHANEAUX",1952,41.9
"PELLAFOL-CHANEAUX",1953,54.3
"PELLAFOL-CHANEAUX",1954,55.3
"PELLAFOL-CHANEAUX",1955,52.7
"PELLAFOL-CHANEAUX",1956,NA
"PELLAFOL-CHANEAUX",1957,53.8
"PELLAFOL-CHANEAUX",1958,47.1
"PELLAFOL-CHANEAUX",1959,66.1
"PELLAFOL-CHANEAUX",1960,31.5
"PELLAFOL-CHANEAUX",1961,54.7
"PELLAFOL-CHANEAUX",1962,39.3
"PELLAFOL-CHANEAUX",1963,38.2
"PELLAFOL-CHANEAUX",1964,33.2
"PELLAFOL-CHANEAUX",1965,35.4
"PELLAFOL-CHANEAUX",1966,33.1
"PELLAFOL-CHANEAUX",1967,43.9
"PELLAFOL-CHANEAUX",1968,56.1
"PELLAFOL-CHANEAUX",1969,67.2
"PELLAFOL-CHANEAUX",1970,63
"PELLAFOL-CHANEAUX",1971,47
"PELLAFOL-CHANEAUX",1972,44.6
"PELLAFOL-CHANEAUX",1973,39.9
"PELLAFOL-CHANEAUX",1974,52.7
"PELLAFOL-CHANEAUX",1975,93.5
"PELLAFOL-CHANEAUX",1976,52.5
"PELLAFOL-CHANEAUX",1977,72.2
"PELLAFOL-CHANEAUX",1978,36.6
"PELLAFOL-CHANEAUX",1979,45.7
"PELLAFOL-CHANEAUX",1980,82.3
"PELLAFOL-CHANEAUX",1981,43.3
"PELLAFOL-CHANEAUX",1982,52.2
"PELLAFOL-CHANEAUX",1983,51.2
"PELLAFOL-CHANEAUX",1984,45.7
"PELLAFOL-CHANEAUX",1985,46.8
"PELLAFOL-CHANEAUX",1986,43.5
"PELLAFOL-CHANEAUX",1987,49.3
"PELLAFOL-CHANEAUX",1988,58.3
"PELLAFOL-CHANEAUX",1989,52.1
"PELLAFOL-CHANEAUX",1990,61.6
"PELLAFOL-CHANEAUX",1991,69.4
"PELLAFOL-CHANEAUX",1992,42.3
"PELLAFOL-CHANEAUX",1993,61.2
"PELLAFOL-CHANEAUX",1994,75.5
"PELLAFOL-CHANEAUX",1995,74.5
"PELLAFOL-CHANEAUX",1996,52
"PELLAFOL-CHANEAUX",1997,40.2
"PELLAFOL-CHANEAUX",1998,26.7
"PELLAFOL-CHANEAUX",1999,37
"PELLAFOL-CHANEAUX",2000,68.7
"PELLAFOL-CHANEAUX",2001,56
"PELLAFOL-CHANEAUX",2002,65.7
"PELLAFOL-CHANEAUX",2003,57
"PELLAFOL-CHANEAUX",2004,48.3
"PELLAFOL-CHANEAUX",2005,41.4
"PELLAFOL-CHANEAUX",2006,32
"PELLAFOL-CHANEAUX",2007,54.8
"PELLAFOL-CHANEAUX",2008,45.4
"PELLAFOL-CHANEAUX",2009,60
"PELLAFOL-CHANEAUX",2010,55
"PELLAFOL-CHANEAUX",2011,60
"PELLAFOL-CHANEAUX",2012,75
"PELLAFOL-CHANEAUX",2013,55.3
