"V1","V2","V3"
"VAULNAVEYS-LE-HAUT PREMOL","2006","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2007","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2008","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2009","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2010","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2011","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2012","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2013","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2014","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2015","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2016","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2017","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2018","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2019","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2020","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2021","-Inf"
"VAULNAVEYS-LE-HAUT PREMOL","2022","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1950","70.2"
"VAULNAVEYS-LE-HAUT URIAGE","1951","59.2"
"VAULNAVEYS-LE-HAUT URIAGE","1952","43.4"
"VAULNAVEYS-LE-HAUT URIAGE","1953","43.1"
"VAULNAVEYS-LE-HAUT URIAGE","1954","68.2"
"VAULNAVEYS-LE-HAUT URIAGE","1955","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1956","43"
"VAULNAVEYS-LE-HAUT URIAGE","1957","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1958","41.8"
"VAULNAVEYS-LE-HAUT URIAGE","1959","48.5"
"VAULNAVEYS-LE-HAUT URIAGE","1960","61"
"VAULNAVEYS-LE-HAUT URIAGE","1961","52.1"
"VAULNAVEYS-LE-HAUT URIAGE","1962","37.5"
"VAULNAVEYS-LE-HAUT URIAGE","1963","44.5"
"VAULNAVEYS-LE-HAUT URIAGE","1964","35.5"
"VAULNAVEYS-LE-HAUT URIAGE","1965","58.5"
"VAULNAVEYS-LE-HAUT URIAGE","1966","60"
"VAULNAVEYS-LE-HAUT URIAGE","1967","36.6"
"VAULNAVEYS-LE-HAUT URIAGE","1968","45.5"
"VAULNAVEYS-LE-HAUT URIAGE","1969","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1970","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1971","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1972","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1973","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1974","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1975","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1976","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1977","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1978","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1979","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1980","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1981","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1982","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1983","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1984","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1985","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1986","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1987","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1988","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1989","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1990","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1991","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1992","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1993","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1994","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1995","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1996","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1997","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1998","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","1999","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2000","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2001","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2002","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2003","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2004","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2005","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2006","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2007","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2008","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2009","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2010","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2011","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2012","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2013","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2014","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2015","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2016","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2017","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2018","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2019","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2020","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2021","-Inf"
"VAULNAVEYS-LE-HAUT URIAGE","2022","-Inf"
"VENOSC PLAN DU LAC","1950","45.3"
"VENOSC PLAN DU LAC","1951","44.3"
"VENOSC PLAN DU LAC","1952","35.6"
"VENOSC PLAN DU LAC","1953","39"
"VENOSC PLAN DU LAC","1954","61.2"
"VENOSC PLAN DU LAC","1955","77"
"VENOSC PLAN DU LAC","1956","45.3"
"VENOSC PLAN DU LAC","1957","-Inf"
"VENOSC PLAN DU LAC","1958","58"
"VENOSC PLAN DU LAC","1959","42"
"VENOSC PLAN DU LAC","1960","65.3"
"VENOSC PLAN DU LAC","1961","48"
"VENOSC PLAN DU LAC","1962","43.2"
"VENOSC PLAN DU LAC","1963","45"
"VENOSC PLAN DU LAC","1964","45.7"
"VENOSC PLAN DU LAC","1965","18"
"VENOSC PLAN DU LAC","1966","-Inf"
"VENOSC PLAN DU LAC","1967","-Inf"
"VENOSC PLAN DU LAC","1968","-Inf"
"VENOSC PLAN DU LAC","1969","-Inf"
"VENOSC PLAN DU LAC","1970","-Inf"
"VENOSC PLAN DU LAC","1971","-Inf"
"VENOSC PLAN DU LAC","1972","-Inf"
"VENOSC PLAN DU LAC","1973","-Inf"
"VENOSC PLAN DU LAC","1974","-Inf"
"VENOSC PLAN DU LAC","1975","-Inf"
"VENOSC PLAN DU LAC","1976","-Inf"
"VENOSC PLAN DU LAC","1977","-Inf"
"VENOSC PLAN DU LAC","1978","-Inf"
"VENOSC PLAN DU LAC","1979","-Inf"
"VENOSC PLAN DU LAC","1980","-Inf"
"VENOSC PLAN DU LAC","1981","-Inf"
"VENOSC PLAN DU LAC","1982","-Inf"
"VENOSC PLAN DU LAC","1983","-Inf"
"VENOSC PLAN DU LAC","1984","-Inf"
"VENOSC PLAN DU LAC","1985","-Inf"
"VENOSC PLAN DU LAC","1986","-Inf"
"VENOSC PLAN DU LAC","1987","-Inf"
"VENOSC PLAN DU LAC","1988","-Inf"
"VENOSC PLAN DU LAC","1989","-Inf"
"VENOSC PLAN DU LAC","1990","-Inf"
"VENOSC PLAN DU LAC","1991","-Inf"
"VENOSC PLAN DU LAC","1992","-Inf"
"VENOSC PLAN DU LAC","1993","-Inf"
"VENOSC PLAN DU LAC","1994","-Inf"
"VENOSC PLAN DU LAC","1995","-Inf"
"VENOSC PLAN DU LAC","1996","-Inf"
"VENOSC PLAN DU LAC","1997","-Inf"
"VENOSC PLAN DU LAC","1998","-Inf"
"VENOSC PLAN DU LAC","1999","-Inf"
"VENOSC PLAN DU LAC","2000","-Inf"
"VENOSC PLAN DU LAC","2001","-Inf"
"VENOSC PLAN DU LAC","2002","-Inf"
"VENOSC PLAN DU LAC","2003","-Inf"
"VENOSC PLAN DU LAC","2004","-Inf"
"VENOSC PLAN DU LAC","2005","-Inf"
"VENOSC PLAN DU LAC","2006","-Inf"
"VENOSC PLAN DU LAC","2007","-Inf"
"VENOSC PLAN DU LAC","2008","-Inf"
"VENOSC PLAN DU LAC","2009","-Inf"
"VENOSC PLAN DU LAC","2010","-Inf"
"VENOSC PLAN DU LAC","2011","-Inf"
"VENOSC PLAN DU LAC","2012","-Inf"
"VENOSC PLAN DU LAC","2013","-Inf"
"VENOSC PLAN DU LAC","2014","-Inf"
"VENOSC PLAN DU LAC","2015","-Inf"
"VENOSC PLAN DU LAC","2016","-Inf"
"VENOSC PLAN DU LAC","2017","-Inf"
"VENOSC PLAN DU LAC","2018","-Inf"
"VENOSC PLAN DU LAC","2019","-Inf"
"VENOSC PLAN DU LAC","2020","-Inf"
"VENOSC PLAN DU LAC","2021","-Inf"
"VENOSC PLAN DU LAC","2022","-Inf"
"VENOSC LES DEUX-ALPES","1950","-Inf"
"VENOSC LES DEUX-ALPES","1951","-Inf"
"VENOSC LES DEUX-ALPES","1952","45.6"
"VENOSC LES DEUX-ALPES","1953","34"
"VENOSC LES DEUX-ALPES","1954","60"
"VENOSC LES DEUX-ALPES","1955","67.2"
"VENOSC LES DEUX-ALPES","1956","54"
"VENOSC LES DEUX-ALPES","1957","-Inf"
"VENOSC LES DEUX-ALPES","1958","70"
"VENOSC LES DEUX-ALPES","1959","63"
"VENOSC LES DEUX-ALPES","1960","55"
"VENOSC LES DEUX-ALPES","1961","42"
"VENOSC LES DEUX-ALPES","1962","50"
"VENOSC LES DEUX-ALPES","1963","46.5"
"VENOSC LES DEUX-ALPES","1964","47"
"VENOSC LES DEUX-ALPES","1965","50.5"
"VENOSC LES DEUX-ALPES","1966","39"
"VENOSC LES DEUX-ALPES","1967","28"
"VENOSC LES DEUX-ALPES","1968","57"
"VENOSC LES DEUX-ALPES","1969","-Inf"
"VENOSC LES DEUX-ALPES","1970","-Inf"
"VENOSC LES DEUX-ALPES","1971","-Inf"
"VENOSC LES DEUX-ALPES","1972","-Inf"
"VENOSC LES DEUX-ALPES","1973","-Inf"
"VENOSC LES DEUX-ALPES","1974","-Inf"
"VENOSC LES DEUX-ALPES","1975","-Inf"
"VENOSC LES DEUX-ALPES","1976","-Inf"
"VENOSC LES DEUX-ALPES","1977","-Inf"
"VENOSC LES DEUX-ALPES","1978","-Inf"
"VENOSC LES DEUX-ALPES","1979","-Inf"
"VENOSC LES DEUX-ALPES","1980","-Inf"
"VENOSC LES DEUX-ALPES","1981","-Inf"
"VENOSC LES DEUX-ALPES","1982","-Inf"
"VENOSC LES DEUX-ALPES","1983","-Inf"
"VENOSC LES DEUX-ALPES","1984","-Inf"
"VENOSC LES DEUX-ALPES","1985","-Inf"
"VENOSC LES DEUX-ALPES","1986","-Inf"
"VENOSC LES DEUX-ALPES","1987","-Inf"
"VENOSC LES DEUX-ALPES","1988","-Inf"
"VENOSC LES DEUX-ALPES","1989","-Inf"
"VENOSC LES DEUX-ALPES","1990","-Inf"
"VENOSC LES DEUX-ALPES","1991","-Inf"
"VENOSC LES DEUX-ALPES","1992","-Inf"
"VENOSC LES DEUX-ALPES","1993","-Inf"
"VENOSC LES DEUX-ALPES","1994","-Inf"
"VENOSC LES DEUX-ALPES","1995","-Inf"
"VENOSC LES DEUX-ALPES","1996","-Inf"
"VENOSC LES DEUX-ALPES","1997","-Inf"
"VENOSC LES DEUX-ALPES","1998","-Inf"
"VENOSC LES DEUX-ALPES","1999","-Inf"
"VENOSC LES DEUX-ALPES","2000","-Inf"
"VENOSC LES DEUX-ALPES","2001","-Inf"
"VENOSC LES DEUX-ALPES","2002","-Inf"
"VENOSC LES DEUX-ALPES","2003","-Inf"
"VENOSC LES DEUX-ALPES","2004","-Inf"
"VENOSC LES DEUX-ALPES","2005","-Inf"
"VENOSC LES DEUX-ALPES","2006","-Inf"
"VENOSC LES DEUX-ALPES","2007","-Inf"
"VENOSC LES DEUX-ALPES","2008","-Inf"
"VENOSC LES DEUX-ALPES","2009","-Inf"
"VENOSC LES DEUX-ALPES","2010","-Inf"
"VENOSC LES DEUX-ALPES","2011","-Inf"
"VENOSC LES DEUX-ALPES","2012","-Inf"
"VENOSC LES DEUX-ALPES","2013","-Inf"
"VENOSC LES DEUX-ALPES","2014","-Inf"
"VENOSC LES DEUX-ALPES","2015","-Inf"
"VENOSC LES DEUX-ALPES","2016","-Inf"
"VENOSC LES DEUX-ALPES","2017","-Inf"
"VENOSC LES DEUX-ALPES","2018","-Inf"
"VENOSC LES DEUX-ALPES","2019","-Inf"
"VENOSC LES DEUX-ALPES","2020","-Inf"
"VENOSC LES DEUX-ALPES","2021","-Inf"
"VENOSC LES DEUX-ALPES","2022","-Inf"
"LE VERSOUD","1950","-Inf"
"LE VERSOUD","1951","-Inf"
"LE VERSOUD","1952","-Inf"
"LE VERSOUD","1953","-Inf"
"LE VERSOUD","1954","-Inf"
"LE VERSOUD","1955","-Inf"
"LE VERSOUD","1956","-Inf"
"LE VERSOUD","1957","-Inf"
"LE VERSOUD","1958","-Inf"
"LE VERSOUD","1959","-Inf"
"LE VERSOUD","1960","-Inf"
"LE VERSOUD","1961","-Inf"
"LE VERSOUD","1962","-Inf"
"LE VERSOUD","1963","-Inf"
"LE VERSOUD","1964","-Inf"
"LE VERSOUD","1965","-Inf"
"LE VERSOUD","1966","-Inf"
"LE VERSOUD","1967","-Inf"
"LE VERSOUD","1968","-Inf"
"LE VERSOUD","1969","-Inf"
"LE VERSOUD","1970","-Inf"
"LE VERSOUD","1971","-Inf"
"LE VERSOUD","1972","-Inf"
"LE VERSOUD","1973","67.4"
"LE VERSOUD","1974","48"
"LE VERSOUD","1975","73.8"
"LE VERSOUD","1976","39.2"
"LE VERSOUD","1977","63.5"
"LE VERSOUD","1978","66.3"
"LE VERSOUD","1979","44"
"LE VERSOUD","1980","44.8"
"LE VERSOUD","1981","76.5"
"LE VERSOUD","1982","45.2"
"LE VERSOUD","1983","85.9"
"LE VERSOUD","1984","36"
"LE VERSOUD","1985","43"
"LE VERSOUD","1986","30.2"
"LE VERSOUD","1987","54"
"LE VERSOUD","1988","52"
"LE VERSOUD","1989","55.3"
"LE VERSOUD","1990","67"
"LE VERSOUD","1991","75"
"LE VERSOUD","1992","62"
"LE VERSOUD","1993","47"
"LE VERSOUD","1994","70"
"LE VERSOUD","1995","52"
"LE VERSOUD","1996","49"
"LE VERSOUD","1997","48"
"LE VERSOUD","1998","52"
"LE VERSOUD","1999","45"
"LE VERSOUD","2000","-Inf"
"LE VERSOUD","2001","-Inf"
"LE VERSOUD","2002","-Inf"
"LE VERSOUD","2003","-Inf"
"LE VERSOUD","2004","-Inf"
"LE VERSOUD","2005","-Inf"
"LE VERSOUD","2006","-Inf"
"LE VERSOUD","2007","-Inf"
"LE VERSOUD","2008","-Inf"
"LE VERSOUD","2009","-Inf"
"LE VERSOUD","2010","-Inf"
"LE VERSOUD","2011","-Inf"
"LE VERSOUD","2012","-Inf"
"LE VERSOUD","2013","-Inf"
"LE VERSOUD","2014","-Inf"
"LE VERSOUD","2015","-Inf"
"LE VERSOUD","2016","-Inf"
"LE VERSOUD","2017","-Inf"
"LE VERSOUD","2018","-Inf"
"LE VERSOUD","2019","-Inf"
"LE VERSOUD","2020","-Inf"
"LE VERSOUD","2021","-Inf"
"LE VERSOUD","2022","-Inf"
"GRENOBLE - LVD","1950","-Inf"
"GRENOBLE - LVD","1951","-Inf"
"GRENOBLE - LVD","1952","-Inf"
"GRENOBLE - LVD","1953","-Inf"
"GRENOBLE - LVD","1954","-Inf"
"GRENOBLE - LVD","1955","-Inf"
"GRENOBLE - LVD","1956","-Inf"
"GRENOBLE - LVD","1957","-Inf"
"GRENOBLE - LVD","1958","-Inf"
"GRENOBLE - LVD","1959","-Inf"
"GRENOBLE - LVD","1960","-Inf"
"GRENOBLE - LVD","1961","-Inf"
"GRENOBLE - LVD","1962","-Inf"
"GRENOBLE - LVD","1963","-Inf"
"GRENOBLE - LVD","1964","-Inf"
"GRENOBLE - LVD","1965","-Inf"
"GRENOBLE - LVD","1966","-Inf"
"GRENOBLE - LVD","1967","-Inf"
"GRENOBLE - LVD","1968","-Inf"
"GRENOBLE - LVD","1969","-Inf"
"GRENOBLE - LVD","1970","-Inf"
"GRENOBLE - LVD","1971","-Inf"
"GRENOBLE - LVD","1972","-Inf"
"GRENOBLE - LVD","1973","-Inf"
"GRENOBLE - LVD","1974","-Inf"
"GRENOBLE - LVD","1975","-Inf"
"GRENOBLE - LVD","1976","-Inf"
"GRENOBLE - LVD","1977","-Inf"
"GRENOBLE - LVD","1978","-Inf"
"GRENOBLE - LVD","1979","-Inf"
"GRENOBLE - LVD","1980","-Inf"
"GRENOBLE - LVD","1981","-Inf"
"GRENOBLE - LVD","1982","-Inf"
"GRENOBLE - LVD","1983","-Inf"
"GRENOBLE - LVD","1984","-Inf"
"GRENOBLE - LVD","1985","-Inf"
"GRENOBLE - LVD","1986","-Inf"
"GRENOBLE - LVD","1987","-Inf"
"GRENOBLE - LVD","1988","-Inf"
"GRENOBLE - LVD","1989","-Inf"
"GRENOBLE - LVD","1990","-Inf"
"GRENOBLE - LVD","1991","-Inf"
"GRENOBLE - LVD","1992","-Inf"
"GRENOBLE - LVD","1993","-Inf"
"GRENOBLE - LVD","1994","-Inf"
"GRENOBLE - LVD","1995","-Inf"
"GRENOBLE - LVD","1996","-Inf"
"GRENOBLE - LVD","1997","-Inf"
"GRENOBLE - LVD","1998","-Inf"
"GRENOBLE - LVD","1999","40"
"GRENOBLE - LVD","2000","59.6"
"GRENOBLE - LVD","2001","50.4"
"GRENOBLE - LVD","2002","48.2"
"GRENOBLE - LVD","2003","47.6"
"GRENOBLE - LVD","2004","50.4"
"GRENOBLE - LVD","2005","47.8"
"GRENOBLE - LVD","2006","35"
"GRENOBLE - LVD","2007","40"
"GRENOBLE - LVD","2008","54.8"
"GRENOBLE - LVD","2009","31.6"
"GRENOBLE - LVD","2010","46.4"
"GRENOBLE - LVD","2011","53.3"
"GRENOBLE - LVD","2012","45.5"
"GRENOBLE - LVD","2013","71.6"
"GRENOBLE - LVD","2014","38.5"
"GRENOBLE - LVD","2015","43"
"GRENOBLE - LVD","2016","37.4"
"GRENOBLE - LVD","2017","43.6"
"GRENOBLE - LVD","2018","44.2"
"GRENOBLE - LVD","2019","54.3"
"GRENOBLE - LVD","2020","54.7"
"GRENOBLE - LVD","2021","44.8"
"GRENOBLE - LVD","2022","50.6"
"VIENNE","1950","115.5"
"VIENNE","1951","48.5"
"VIENNE","1952","26.1"
"VIENNE","1953","-Inf"
"VIENNE","1954","-Inf"
"VIENNE","1955","-Inf"
"VIENNE","1956","-Inf"
"VIENNE","1957","-Inf"
"VIENNE","1958","-Inf"
"VIENNE","1959","58"
"VIENNE","1960","122"
"VIENNE","1961","50"
"VIENNE","1962","42"
"VIENNE","1963","36"
"VIENNE","1964","32"
"VIENNE","1965","46"
"VIENNE","1966","37.4"
"VIENNE","1967","57"
"VIENNE","1968","62.5"
"VIENNE","1969","52"
"VIENNE","1970","88"
"VIENNE","1971","50.5"
"VIENNE","1972","56"
"VIENNE","1973","66"
"VIENNE","1974","45.2"
"VIENNE","1975","45"
"VIENNE","1976","67"
"VIENNE","1977","54"
"VIENNE","1978","46.5"
"VIENNE","1979","66.6"
"VIENNE","1980","61.3"
"VIENNE","1981","62.5"
"VIENNE","1982","72"
"VIENNE","1983","47.5"
"VIENNE","1984","42.8"
"VIENNE","1985","50"
"VIENNE","1986","40"
"VIENNE","1987","56"
"VIENNE","1988","97.5"
"VIENNE","1989","62"
"VIENNE","1990","35"
"VIENNE","1991","80"
"VIENNE","1992","68"
"VIENNE","1993","65"
"VIENNE","1994","65"
"VIENNE","1995","60"
"VIENNE","1996","100"
"VIENNE","1997","45.5"
"VIENNE","1998","46.5"
"VIENNE","1999","10"
"VIENNE","2000","69.2"
"VIENNE","2001","54.5"
"VIENNE","2002","57"
"VIENNE","2003","30"
"VIENNE","2004","65"
"VIENNE","2005","10"
"VIENNE","2006","-Inf"
"VIENNE","2007","-Inf"
"VIENNE","2008","-Inf"
"VIENNE","2009","-Inf"
"VIENNE","2010","-Inf"
"VIENNE","2011","-Inf"
"VIENNE","2012","-Inf"
"VIENNE","2013","-Inf"
"VIENNE","2014","-Inf"
"VIENNE","2015","-Inf"
"VIENNE","2016","-Inf"
"VIENNE","2017","-Inf"
"VIENNE","2018","-Inf"
"VIENNE","2019","-Inf"
"VIENNE","2020","-Inf"
"VIENNE","2021","-Inf"
"VIENNE","2022","-Inf"
"VIF REYNURE","1950","-Inf"
"VIF REYNURE","1951","-Inf"
"VIF REYNURE","1952","-Inf"
"VIF REYNURE","1953","-Inf"
"VIF REYNURE","1954","-Inf"
"VIF REYNURE","1955","-Inf"
"VIF REYNURE","1956","-Inf"
"VIF REYNURE","1957","-Inf"
"VIF REYNURE","1958","74.3"
"VIF REYNURE","1959","47.2"
"VIF REYNURE","1960","52.9"
"VIF REYNURE","1961","51.7"
"VIF REYNURE","1962","50"
"VIF REYNURE","1963","43.2"
"VIF REYNURE","1964","31.7"
"VIF REYNURE","1965","42.3"
"VIF REYNURE","1966","35"
"VIF REYNURE","1967","30"
"VIF REYNURE","1968","22.9"
"VIF REYNURE","1969","-Inf"
"VIF REYNURE","1970","-Inf"
"VIF REYNURE","1971","-Inf"
"VIF REYNURE","1972","-Inf"
"VIF REYNURE","1973","-Inf"
"VIF REYNURE","1974","-Inf"
"VIF REYNURE","1975","-Inf"
"VIF REYNURE","1976","-Inf"
"VIF REYNURE","1977","-Inf"
"VIF REYNURE","1978","-Inf"
"VIF REYNURE","1979","-Inf"
"VIF REYNURE","1980","-Inf"
"VIF REYNURE","1981","-Inf"
"VIF REYNURE","1982","-Inf"
"VIF REYNURE","1983","-Inf"
"VIF REYNURE","1984","-Inf"
"VIF REYNURE","1985","-Inf"
"VIF REYNURE","1986","-Inf"
"VIF REYNURE","1987","-Inf"
"VIF REYNURE","1988","-Inf"
"VIF REYNURE","1989","-Inf"
"VIF REYNURE","1990","-Inf"
"VIF REYNURE","1991","-Inf"
"VIF REYNURE","1992","-Inf"
"VIF REYNURE","1993","-Inf"
"VIF REYNURE","1994","-Inf"
"VIF REYNURE","1995","-Inf"
"VIF REYNURE","1996","-Inf"
"VIF REYNURE","1997","-Inf"
"VIF REYNURE","1998","-Inf"
"VIF REYNURE","1999","-Inf"
"VIF REYNURE","2000","-Inf"
"VIF REYNURE","2001","-Inf"
"VIF REYNURE","2002","-Inf"
"VIF REYNURE","2003","-Inf"
"VIF REYNURE","2004","-Inf"
"VIF REYNURE","2005","-Inf"
"VIF REYNURE","2006","-Inf"
"VIF REYNURE","2007","-Inf"
"VIF REYNURE","2008","-Inf"
"VIF REYNURE","2009","-Inf"
"VIF REYNURE","2010","-Inf"
"VIF REYNURE","2011","-Inf"
"VIF REYNURE","2012","-Inf"
"VIF REYNURE","2013","-Inf"
"VIF REYNURE","2014","-Inf"
"VIF REYNURE","2015","-Inf"
"VIF REYNURE","2016","-Inf"
"VIF REYNURE","2017","-Inf"
"VIF REYNURE","2018","-Inf"
"VIF REYNURE","2019","-Inf"
"VIF REYNURE","2020","-Inf"
"VIF REYNURE","2021","-Inf"
"VIF REYNURE","2022","-Inf"
"VILLARD-DE-LANS","1950","-Inf"
"VILLARD-DE-LANS","1951","-Inf"
"VILLARD-DE-LANS","1952","-Inf"
"VILLARD-DE-LANS","1953","-Inf"
"VILLARD-DE-LANS","1954","-Inf"
"VILLARD-DE-LANS","1955","-Inf"
"VILLARD-DE-LANS","1956","-Inf"
"VILLARD-DE-LANS","1957","-Inf"
"VILLARD-DE-LANS","1958","-Inf"
"VILLARD-DE-LANS","1959","39.5"
"VILLARD-DE-LANS","1960","76"
"VILLARD-DE-LANS","1961","89.3"
"VILLARD-DE-LANS","1962","58.7"
"VILLARD-DE-LANS","1963","45"
"VILLARD-DE-LANS","1964","41.7"
"VILLARD-DE-LANS","1965","42"
"VILLARD-DE-LANS","1966","60.9"
"VILLARD-DE-LANS","1967","57.2"
"VILLARD-DE-LANS","1968","70.4"
"VILLARD-DE-LANS","1969","88.8"
"VILLARD-DE-LANS","1970","41.5"
"VILLARD-DE-LANS","1971","49.2"
"VILLARD-DE-LANS","1972","63.5"
"VILLARD-DE-LANS","1973","50.5"
"VILLARD-DE-LANS","1974","94.8"
"VILLARD-DE-LANS","1975","69.2"
"VILLARD-DE-LANS","1976","52.7"
"VILLARD-DE-LANS","1977","60.3"
"VILLARD-DE-LANS","1978","64.3"
"VILLARD-DE-LANS","1979","61.7"
"VILLARD-DE-LANS","1980","58.7"
"VILLARD-DE-LANS","1981","66.2"
"VILLARD-DE-LANS","1982","122.3"
"VILLARD-DE-LANS","1983","89.9"
"VILLARD-DE-LANS","1984","58.4"
"VILLARD-DE-LANS","1985","44.3"
"VILLARD-DE-LANS","1986","48.5"
"VILLARD-DE-LANS","1987","48.3"
"VILLARD-DE-LANS","1988","55.5"
"VILLARD-DE-LANS","1989","50.3"
"VILLARD-DE-LANS","1990","107.2"
"VILLARD-DE-LANS","1991","118.5"
"VILLARD-DE-LANS","1992","72"
"VILLARD-DE-LANS","1993","71.5"
"VILLARD-DE-LANS","1994","100.6"
"VILLARD-DE-LANS","1995","71.4"
"VILLARD-DE-LANS","1996","83.1"
"VILLARD-DE-LANS","1997","58.4"
"VILLARD-DE-LANS","1998","57.6"
"VILLARD-DE-LANS","1999","79.4"
"VILLARD-DE-LANS","2000","91.4"
"VILLARD-DE-LANS","2001","51.4"
"VILLARD-DE-LANS","2002","54.4"
"VILLARD-DE-LANS","2003","69.8"
"VILLARD-DE-LANS","2004","34.6"
"VILLARD-DE-LANS","2005","57.2"
"VILLARD-DE-LANS","2006","45.7"
"VILLARD-DE-LANS","2007","50.5"
"VILLARD-DE-LANS","2008","48.8"
"VILLARD-DE-LANS","2009","40.5"
"VILLARD-DE-LANS","2010","44.1"
"VILLARD-DE-LANS","2011","82.1"
"VILLARD-DE-LANS","2012","53.8"
"VILLARD-DE-LANS","2013","80.2"
"VILLARD-DE-LANS","2014","70.9"
"VILLARD-DE-LANS","2015","55.2"
"VILLARD-DE-LANS","2016","43.4"
"VILLARD-DE-LANS","2017","50.5"
"VILLARD-DE-LANS","2018","48.8"
"VILLARD-DE-LANS","2019","59"
"VILLARD-DE-LANS","2020","62.7"
"VILLARD-DE-LANS","2021","71.4"
"VILLARD-DE-LANS","2022","65.1"
"VILLARD-DE-LANS-GEND","1950","45.8"
"VILLARD-DE-LANS-GEND","1951","62"
"VILLARD-DE-LANS-GEND","1952","55"
"VILLARD-DE-LANS-GEND","1953","65"
"VILLARD-DE-LANS-GEND","1954","63"
"VILLARD-DE-LANS-GEND","1955","68.2"
"VILLARD-DE-LANS-GEND","1956","68.9"
"VILLARD-DE-LANS-GEND","1957","44"
"VILLARD-DE-LANS-GEND","1958","75.5"
"VILLARD-DE-LANS-GEND","1959","40"
"VILLARD-DE-LANS-GEND","1960","60.8"
"VILLARD-DE-LANS-GEND","1961","84.7"
"VILLARD-DE-LANS-GEND","1962","59.4"
"VILLARD-DE-LANS-GEND","1963","45.8"
"VILLARD-DE-LANS-GEND","1964","44.8"
